"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률","fics산업군"
"621","064260","다날",4680,45,0.97,"KOSDAQ","디지털컨텐츠",322681507200,434,10.78,3168,1.48,0,0,"인터넷 서비스"
"622","100120","뷰웍스",32150,750,2.39,"KOSDAQ","의료·정밀기기",321559959750,2457,13.09,16139,1.99,400,1.24,"의료 장비 및 서비스"
"623","060570","드림어스컴퍼니",5630,310,5.83,"KOSDAQ","디지털컨텐츠",320120938610,NA,NA,2074,2.71,0,0,"미디어"
"624","033500","동성화인텍",11600,100,0.87,"KOSDAQ","화학",318924982800,634,18.3,3517,3.3,220,1.9,"화학"
"625","065350","신성델타테크",11600,50,0.43,"KOSDAQ","일반전기전자",318813796800,261,44.44,5302,2.19,80,0.69,"내구소비재"
"626","040910","아이씨디",17750,550,3.2,"KOSDAQ","반도체",318582786500,701,25.32,8394,2.11,150,0.85,"디스플레이 및 관련부품"
"627","213500","한솔제지",13350,50,0.38,"KOSPI","종이목재",317737689600,1683,7.93,24810,0.54,600,4.49,"종이 및 목재"
"628","084110","휴온스글로벌",27700,-150,-0.54,"KOSDAQ","제약",317556317900,2231,12.42,31494,0.88,400,1.44,"제약"
"629","002620","제일파마홀딩스",19850,500,2.58,"KOSPI","서비스업",317071096750,NA,NA,24634,0.81,70,0.35,"제약"
"630","011040","경동제약",10300,100,0.98,"KOSDAQ","제약",316918289800,850,12.12,8539,1.21,400,3.88,"제약"
"631","143240","사람인에이치알",27150,200,0.74,"KOSDAQ","인터넷",316548990450,2314,11.73,9543,2.85,580,2.14,"상업서비스"
"632","241820","피씨엘",31400,-400,-1.26,"KOSDAQ","제약",316477365800,NA,NA,611,51.39,0,0,"의료 장비 및 서비스"
"633","123040","엠에스오토텍",9100,-10,-0.11,"KOSDAQ","운송장비·부품",316017556400,552,16.49,4849,1.88,75,0.82,"자동차부품"
"634","123860","아나패스",29000,1000,3.57,"KOSDAQ","반도체",315692260000,NA,NA,5451,5.32,100,0.34,"디스플레이 및 관련부품"
"635","095720","웅진씽크빅",2730,30,1.11,"KOSPI","서비스업",315331339050,NA,NA,3510,0.78,310,11.36,"교육"
"636","000480","조선내화",78800,600,0.77,"KOSPI","비금속광물",3.152e+11,7493,10.52,147942,0.53,4000,5.08,"금속 및 광물"
"637","019680","대교",3715,-5,-0.13,"KOSPI","서비스업",314671087750,190,19.55,5848,0.64,170,4.58,"교육"
"638","002960","한국쉘석유",242000,-2500,-1.02,"KOSPI","화학",3.146e+11,16174,14.96,75323,3.21,16000,6.61,"화학"
"639","003300","한일홀딩스",10900,150,1.4,"KOSPI","비금속광물",314092002000,461,23.64,33397,0.33,460,4.22,"건축소재"
"640","080420","모다이노칩",3935,95,2.47,"KOSDAQ","IT부품",313704582570,77,51.1,4320,0.91,0,0,"전자 장비 및 기기"
"641","234340","세틀뱅크",33850,500,1.5,"KOSDAQ","소프트웨어",313687950000,1466,23.09,11939,2.84,380,1.12,"IT 서비스"
"642","136480","하림",2945,-65,-2.16,"KOSDAQ","음식료·담배",312787572390,NA,NA,2924,1.01,0,0,"식료품"
"643","161580","필옵틱스",15600,100,0.65,"KOSDAQ","IT부품",311792551200,NA,NA,3174,4.91,0,0,"디스플레이 및 관련부품"
"644","005960","동부건설",13700,-150,-1.08,"KOSPI","건설업",311017728800,2814,4.87,19059,0.72,700,5.11,"건설"
"645","354200","엔젠바이오",25400,700,2.83,"KOSDAQ","기타서비스",310275274800,NA,NA,398,63.82,0,0,"의료 장비 및 서비스"
"646","001520","동양",1295,0,0,"KOSPI","비금속광물",309095861585,NA,NA,3428,0.38,40,3.09,"건축소재"
"647","256940","케이피에스",20150,950,4.95,"KOSDAQ","반도체",309092698200,NA,NA,2357,8.55,0,0,"디스플레이 및 관련부품"
"648","082210","옵트론텍",13000,200,1.56,"KOSDAQ","IT부품",307787363000,461,28.2,4750,2.74,30,0.23,"전자 장비 및 기기"
"649","001390","KG케미칼",23650,150,0.64,"KOSPI","화학",307762936800,7691,3.08,26210,0.9,350,1.48,"IT 서비스"
"650","115180","큐리언트",34750,0,0,"KOSDAQ","기타서비스",307314717750,NA,NA,1786,19.46,0,0,"제약"
"651","007690","국도화학",52700,1600,3.13,"KOSPI","화학",306219463200,6219,8.47,88911,0.59,1500,2.85,"화학"
"652","298690","에어부산",3730,45,1.22,"KOSPI","운수창고업",306121100000,NA,NA,1862,2,0,0,"항공운수"
"653","066590","우수AMS",8650,-10,-0.12,"KOSDAQ","운송장비·부품",306031810000,11,786.36,2442,3.54,0,0,"자동차부품"
"654","039440","에스티아이",19300,600,3.21,"KOSDAQ","반도체",3.05519e+11,1529,12.62,10548,1.83,250,1.3,"반도체 및 관련장비"
"655","335810","프리시젼바이오",27050,-650,-2.35,"KOSDAQ","의료·정밀기기",304146034300,NA,NA,1183,22.87,0,0,"의료 장비 및 서비스"
"656","011500","한농화성",19450,-600,-2.99,"KOSPI","화학",304140466900,652,29.83,7692,2.53,150,0.77,"화학"
"657","054780","키이스트",17800,4100,29.93,"KOSDAQ","오락·문화",303870314800,NA,NA,2555,6.97,0,0,"미디어"
"658","101160","월덱스",18350,1100,6.38,"KOSDAQ","반도체",302976721550,1180,15.55,5433,3.38,50,0.27,"반도체 및 관련장비"
"659","036030","KTH",8470,410,5.09,"KOSDAQ","유통",302506236340,40,211.75,5741,1.48,0,0,"온라인쇼핑"
"660","161000","애경유화",9430,-230,-2.38,"KOSPI","화학",302137200000,966,9.76,11336,0.83,350,3.71,"화학"
"661","091810","티웨이항공",2730,10,0.37,"KOSPI","운수창고업",301201661670,NA,NA,2357,1.16,0,0,"항공운수"
"662","002240","고려제강",15050,50,0.33,"KOSPI","철강금속",3.01e+11,434,34.68,59916,0.25,350,2.33,"금속 및 광물"
"663","058650","세아홀딩스",75200,200,0.27,"KOSPI","철강금속",3.008e+11,7707,9.76,491403,0.15,2250,2.99,"금속 및 광물"
"664","118990","모트렉스",7700,100,1.32,"KOSDAQ","운송장비·부품",300308000300,NA,NA,3099,2.48,0,0,"자동차부품"
"665","083310","엘오티베큠",18150,600,3.42,"KOSDAQ","반도체",300184537950,143,126.92,9277,1.96,0,0,"반도체 및 관련장비"
"666","010170","대한광통신",4065,80,2.01,"KOSDAQ","일반전기전자",299759705625,NA,NA,2433,1.67,0,0,"통신장비"
"667","025320","시노펙스",4080,-5,-0.12,"KOSDAQ","IT부품",298831268640,89,45.84,1142,3.57,0,0,"휴대폰 및 관련부품"
"668","256840","한국비엔씨",5780,1330,29.89,"KOSDAQ","제약",297852856080,NA,NA,558,10.36,0,0,"의료 장비 및 서비스"
"669","060280","큐렉소",8910,750,9.19,"KOSDAQ","유통",297621273510,NA,NA,1318,6.76,0,0,"식료품"
"670","208340","파멥신",20900,1000,5.03,"KOSDAQ","제약",297502095000,NA,NA,4904,4.26,0,0,"바이오"
"671","012610","경인양행",7190,20,0.28,"KOSPI","화학",296777064350,344,20.9,5357,1.34,50,0.7,"화학"
"672","058400","KNN",2240,15,0.67,"KOSDAQ","방송서비스",296642572800,61,36.72,1479,1.51,20,0.89,"미디어"
"673","102120","어보브반도체",16950,1200,7.62,"KOSDAQ","반도체",295941118350,815,20.8,5175,3.28,200,1.18,"반도체 및 관련장비"
"674","298540","더네이쳐홀딩스",40650,-150,-0.37,"KOSDAQ","유통",295620133200,3167,12.84,12200,3.33,0,0,"섬유 및 의복"
"675","016450","한세예스24홀딩스",7380,200,2.79,"KOSPI","섬유의복",2.952e+11,513,14.39,6786,1.09,250,3.39,"섬유 및 의복"
"676","122900","아이마켓코리아",8310,40,0.48,"KOSPI","유통업",294118655400,483,17.2,10185,0.82,600,7.22,"온라인쇼핑"
"677","036800","나이스정보통신",29350,900,3.16,"KOSDAQ","통신서비스",2.935e+11,3212,9.14,23005,1.28,460,1.57,"상업서비스"
"678","045100","한양이엔지",16300,200,1.24,"KOSDAQ","기타서비스",2.934e+11,1695,9.62,18191,0.9,450,2.76,"반도체 및 관련장비"
"679","115960","연우",23600,550,2.39,"KOSDAQ","화학",292592800000,1355,17.42,16906,1.4,160,0.68,"용기 및 포장"
"680","013580","계룡건설",32750,200,0.61,"KOSPI","건설업",292487204250,8363,3.92,50766,0.65,600,1.83,"건설"
"681","207760","미스터블루",11800,100,0.85,"KOSDAQ","디지털컨텐츠",292010293000,495,23.84,1750,6.74,25,0.21,"미디어"
"682","087010","펩트론",14150,150,1.07,"KOSDAQ","제약",291869969950,NA,NA,1743,8.12,0,0,"바이오"
"683","238090","앤디포스",5290,160,3.12,"KOSDAQ","비금속",291805530540,NA,NA,2185,2.42,0,0,"휴대폰 및 관련부품"
"684","251370","와이엠티",19500,800,4.28,"KOSDAQ","화학",291622071000,900,21.67,5222,3.73,0,0,"화학"
"685","044490","태웅",14550,250,1.75,"KOSDAQ","금속",291107393550,NA,NA,28401,0.51,0,0,"에너지 시설 및 서비스"
"686","002100","경농",13400,-50,-0.37,"KOSPI","화학",290669450000,254,52.76,8484,1.58,220,1.64,"화학"
"687","142280","녹십자엠에스",13750,100,0.73,"KOSDAQ","제약",290362641250,NA,NA,2348,5.86,0,0,"의료 장비 및 서비스"
"688","018290","브이티지엠피",8490,40,0.47,"KOSDAQ","일반전기전자",290014333290,103,82.43,1577,5.38,0,0,"개인생활용품"
"689","272550","삼양패키징",20400,-550,-2.63,"KOSPI","화학",289880001600,1998,10.21,20142,1.01,750,3.68,"용기 및 포장"
"690","045660","에이텍",35000,300,0.86,"KOSDAQ","정보기기",2.891e+11,789,44.36,9141,3.83,100,0.29,"컴퓨터 및 주변기기"
"691","053610","프로텍",26250,100,0.38,"KOSDAQ","반도체",2.8875e+11,3720,7.06,18797,1.4,400,1.52,"반도체 및 관련장비"
"692","004360","세방",14950,50,0.34,"KOSPI","운수창고업",288664915500,240,62.29,35497,0.42,175,1.17,"육상운수"
"693","033530","세종공업",10350,100,0.98,"KOSPI","운수장비",287368743600,257,40.27,16554,0.63,50,0.48,"자동차부품"
"694","082800","비보존 헬스케어",2040,-25,-1.21,"KOSDAQ","반도체",286928229720,NA,NA,905,2.25,0,0,"디스플레이 및 관련부품"
"695","007340","디티알오토모티브",28700,750,2.68,"KOSPI","전기전자",286827943500,7539,3.81,60240,0.48,1500,5.23,"자동차부품"
"696","129890","앱코",29600,-500,-1.66,"KOSDAQ","정보기기",286786467200,575,51.48,1337,22.14,0,0,"컴퓨터 및 주변기기"
"697","102940","코오롱생명과학",25100,1100,4.58,"KOSDAQ","제약",286450135600,NA,NA,8852,2.84,0,0,"제약"
"698","226330","신테카바이오",21400,-50,-0.23,"KOSDAQ","출판·매체복제",285947142400,NA,NA,3505,6.11,0,0,"의료 장비 및 서비스"
"699","215360","우리산업",31250,1150,3.82,"KOSDAQ","운송장비·부품",285380093750,802,38.97,12469,2.51,120,0.38,"자동차부품"
"700","015860","일진홀딩스",5780,-70,-1.2,"KOSPI","기타금융",285228451740,274,21.09,5815,0.99,100,1.73,"전기장비"
"701","077360","덕산하이메탈",12550,550,4.58,"KOSDAQ","일반전기전자",285117187550,563,22.29,8904,1.41,0,0,"반도체 및 관련장비"
"702","306200","세아제강",100500,2200,2.24,"KOSPI","철강금속",285048150000,8768,11.46,201388,0.5,2000,1.99,"금속 및 광물"
"703","089600","나스미디어",32550,800,2.52,"KOSDAQ","기타서비스",284965192050,2156,15.1,14753,2.21,660,2.03,"미디어"
"704","043610","지니뮤직",4895,-25,-0.51,"KOSDAQ","디지털컨텐츠",284475069010,126,38.85,2627,1.86,0,0,"미디어"
"705","052020","에스티큐브",9350,90,0.97,"KOSDAQ","IT부품",284099834150,NA,NA,1029,9.09,0,0,"전자 장비 및 기기"
"706","061040","알에프텍",9830,-20,-0.2,"KOSDAQ","통신장비",284086193940,NA,NA,6140,1.6,0,0,"휴대폰 및 관련부품"
"707","020120","키다리스튜디오",15350,700,4.78,"KOSPI","서비스업",284062356850,139,110.43,1213,12.65,0,0,"미디어"
"708","033310","엠투엔",12800,250,1.99,"KOSDAQ","금속",284029683200,200,64,2544,5.03,0,0,"용기 및 포장"
"709","005810","풍산홀딩스",36250,-250,-0.68,"KOSPI","기타금융",284024803750,3696,9.81,90941,0.4,1400,3.86,"금속 및 광물"
"710","017940","E1",41350,-200,-0.48,"KOSPI","유통업",2.83661e+11,NA,NA,166288,0.25,2200,5.32,"석유 및 가스"
"711","066700","테라젠이텍스",8750,-50,-0.57,"KOSDAQ","제약",283626306250,1432,6.11,4378,2,0,0,"제약"
"712","036890","진성티이씨",12550,0,0,"KOSDAQ","기계·장비",282152463400,1102,11.39,6213,2.02,200,1.59,"기계"
"713","085370","루트로닉",10950,50,0.46,"KOSDAQ","의료·정밀기기",282011402700,NA,NA,4417,2.48,0,0,"의료 장비 및 서비스"
"714","050960","수산아이앤티",41700,-1550,-3.58,"KOSDAQ","출판·매체복제",281516700000,430,96.98,11277,3.7,75,0.18,"일반 소프트웨어"
"715","110790","크리스에프앤씨",24000,500,2.13,"KOSDAQ","섬유·의류",281171520000,2140,11.21,18523,1.3,400,1.67,"섬유 및 의복"
"716","047820","초록뱀",2165,90,4.34,"KOSDAQ","오락·문화",279158587815,99,21.87,874,2.48,0,0,"미디어"
"717","002150","도화엔지니어링",8270,-10,-0.12,"KOSPI","서비스업",278864400000,519,15.93,7490,1.1,250,3.02,"건설"
"718","067080","대화제약",15000,200,1.35,"KOSDAQ","제약",278540685000,600,25,4354,3.45,150,1,"제약"
"719","023900","풍국주정",22050,850,4.01,"KOSDAQ","음식료·담배",2.7783e+11,618,35.68,10607,2.08,160,0.73,"음료"
"720","002020","코오롱",22000,450,2.09,"KOSPI","기타금융",277781372000,NA,NA,43841,0.5,500,2.27,"복합 산업"
"721","308170","센트랄모텍",32250,250,0.78,"KOSPI","운수장비",277672500000,782,41.24,11636,2.77,0,0,"자동차부품"
"722","009580","무림P&P",4440,-65,-1.44,"KOSPI","종이목재",276915358560,162,27.41,9842,0.45,175,3.94,"종이 및 목재"
"723","353810","이지바이오",8040,-180,-2.19,"KOSDAQ","음식료·담배",274901428800,NA,NA,NA,NA,0,0,"식료품"
"724","001570","금양",6240,230,3.83,"KOSPI","화학",274860362400,NA,NA,1535,4.07,0,0,"화학"
"725","100700","세운메디칼",6260,-190,-2.95,"KOSDAQ","제약",2.74188e+11,219,28.58,2174,2.88,50,0.8,"의료 장비 및 서비스"
"726","036580","팜스코",7460,40,0.54,"KOSPI","음식료품",273990454780,NA,NA,7977,0.94,50,0.67,"식료품"
"727","045970","코아시아",10400,100,0.97,"KOSDAQ","IT부품",273674710400,303,34.32,4597,2.26,60,0.58,"휴대폰 및 관련부품"
"728","084010","대한제강",11100,50,0.45,"KOSPI","철강금속",273578747400,1340,8.28,18665,0.59,200,1.8,"금속 및 광물"
"729","079980","휴비스",7910,-10,-0.13,"KOSPI","화학",2.72895e+11,NA,NA,11407,0.69,150,1.9,"섬유 및 의복"
"730","348350","위드텍",53500,300,0.56,"KOSDAQ","의료·정밀기기",272411300000,2969,18.02,12730,4.2,0,0,"전자 장비 및 기기"
"731","214330","금호에이치티",2310,20,0.87,"KOSPI","운수장비",272359919370,NA,NA,2439,0.95,0,0,"자동차부품"
"732","299900","위지윅스튜디오",8700,800,10.13,"KOSDAQ","오락·문화",272271032700,204,42.65,1978,4.4,0,0,"미디어"
"733","038290","마크로젠",25600,300,1.19,"KOSDAQ","기타서비스",272170342400,NA,NA,10686,2.4,0,0,"바이오"
"734","289080","SV인베스트먼트",5110,10,0.2,"KOSDAQ","금융",272025740000,NA,NA,1006,5.08,30,0.59,"창업투자 및 종금"
"735","126340","비나텍",55400,1700,3.17,"KOSDAQ","IT부품",271532020000,1027,53.94,4223,13.12,0,0,"전기장비"
"736","100790","미래에셋벤처투자",5900,-160,-2.64,"KOSDAQ","금융",271404855700,310,19.03,3345,1.76,185,3.14,"창업투자 및 종금"
"737","017890","한국알콜",12550,300,2.45,"KOSDAQ","화학",271152288000,1545,8.12,15175,0.83,100,0.8,"화학"
"738","144960","뉴파워프라즈마",6200,40,0.65,"KOSDAQ","기계·장비",270894268800,135,45.93,3269,1.9,0,0,"반도체 및 관련장비"
"739","092070","디엔에프",25100,850,3.51,"KOSDAQ","화학",270121882800,220,114.09,8388,2.99,0,0,"반도체 및 관련장비"
"740","101060","SBS미디어홀딩스",1930,55,2.93,"KOSPI","서비스업",269999646700,NA,NA,4162,0.46,0,0,"미디어"
"741","036630","세종텔레콤",448,-4,-0.88,"KOSDAQ","통신서비스",268946104448,4,112,557,0.8,0,0,"유선통신"
"742","290670","대보마그네틱",37750,1100,3,"KOSDAQ","기계·장비",268759577250,593,63.66,5448,6.93,0,0,"전자 장비 및 기기"
"743","160550","NEW",9600,610,6.79,"KOSDAQ","오락·문화",267898617600,NA,NA,3979,2.41,0,0,"미디어"
"744","228760","지노믹트리",13400,100,0.75,"KOSDAQ","제약",267815281000,NA,NA,5450,2.46,0,0,"의료 장비 및 서비스"
"745","092730","네오팜",32550,-350,-1.06,"KOSDAQ","화학",267149600550,2570,12.67,12878,2.53,750,2.3,"개인생활용품"
"746","253840","수젠텍",17450,600,3.56,"KOSDAQ","의료·정밀기기",266897156700,NA,NA,1838,9.49,0,0,"의료 장비 및 서비스"
"747","092130","이크레더블",22150,150,0.68,"KOSDAQ","기타서비스",266765740000,1134,19.53,4460,4.97,740,3.34,"인터넷 서비스"
"748","079370","제우스",25650,-400,-1.54,"KOSDAQ","기계·장비",266349600000,1359,18.87,21560,1.19,200,0.78,"반도체 및 관련장비"
"749","035810","이지홀딩스",4785,185,4.02,"KOSDAQ","음식료·담배",266240381055,39,122.69,7110,0.67,50,1.04,"식료품"
"750","267850","아시아나IDT",23900,-300,-1.24,"KOSPI","서비스업",2.6529e+11,NA,NA,12737,1.88,500,2.09,"IT 서비스"
"751","001940","KISCO홀딩스",14350,-300,-2.05,"KOSPI","철강금속",265136053000,2909,4.93,44246,0.32,280,1.95,"금속 및 광물"
"752","035080","인터파크",3265,55,1.71,"KOSDAQ","유통",265082617195,NA,NA,5001,0.65,70,2.14,"온라인쇼핑"
"753","356860","티엘비",53900,900,1.7,"KOSDAQ","일반전기전자",264989378500,2272,23.72,6680,8.07,70,0.13,"반도체 및 관련장비"
"754","288330","브릿지바이오테라퓨틱스",13800,350,2.6,"KOSDAQ","제약",264700201200,142,97.18,4021,3.43,0,0,"제약"
"755","148150","세경하이테크",22700,100,0.44,"KOSDAQ","일반전기전자",264273400000,1991,11.4,11869,1.91,250,1.1,"휴대폰 및 관련부품"
"756","036530","S&T홀딩스",16200,250,1.57,"KOSPI","기타금융",264122953200,4072,3.98,46992,0.34,500,3.09,"자동차부품"
"757","288620","에스퓨얼셀",40300,350,0.88,"KOSDAQ","일반전기전자",263735934800,263,153.23,5422,7.43,50,0.12,"전자 장비 및 기기"
"758","090850","이지웰",11100,100,0.91,"KOSDAQ","기타서비스",263584607100,243,45.68,1650,6.73,90,0.81,"인터넷 서비스"
"759","083930","아바코",17050,450,2.71,"KOSDAQ","기계·장비",262788205900,1364,12.5,8150,2.09,300,1.76,"디스플레이 및 관련부품"
"760","025000","KPX케미칼",54100,-200,-0.37,"KOSPI","화학",2.61844e+11,8571,6.31,96367,0.56,2500,4.62,"화학"
"761","104480","티케이케미칼",2880,-5,-0.17,"KOSDAQ","화학",261778849920,110,26.18,2989,0.96,0,0,"화학"
"762","033540","파라텍",15300,50,0.33,"KOSDAQ","기계·장비",259850457000,NA,NA,3139,4.87,0,0,"기계"
"763","220100","퓨쳐켐",20000,-450,-2.2,"KOSDAQ","제약",259675500000,NA,NA,1421,14.07,0,0,"제약"
"764","053280","예스24",15050,750,5.24,"KOSDAQ","인터넷",2.5886e+11,NA,NA,3715,4.05,200,1.33,"온라인쇼핑"
"765","000430","대원강업",4175,-165,-3.8,"KOSPI","운수장비",2.5885e+11,258,16.18,7743,0.54,115,2.75,"자동차부품"
"766","179900","유티아이",15950,900,5.98,"KOSDAQ","IT부품",258499975250,317,50.32,3900,4.09,100,0.63,"휴대폰 및 관련부품"
"767","002810","삼영무역",13950,-50,-0.36,"KOSPI","유통업",257613924600,1987,7.02,19563,0.71,350,2.51,"화학"
"768","125210","아모그린텍",15600,700,4.7,"KOSDAQ","IT부품",257349924000,109,143.12,2317,6.73,0,0,"전자 장비 및 기기"
"769","029530","신도리코",25500,250,0.99,"KOSPI","전기전자",257040739500,1473,17.31,86372,0.3,1000,3.92,"사무기기"
"770","042370","비츠로테크",11000,1090,11,"KOSDAQ","금융",256469521000,746,14.75,6932,1.59,50,0.45,"전기장비"
"771","016590","신대양제지",63600,0,0,"KOSPI","종이목재",256294135200,13849,4.59,103836,0.61,625,0.98,"종이 및 목재"
